uf,ibge,municipio,parametro,valor,ano_quadrimestre,ano,quadrimestre
ES,320470.0,SÃO GABRIEL DA PALHA,27500.0,29131.0,2020 Q1,2020,Q1
ES,320495.0,SÃO ROQUE DO CANAÃ,11000.0,10308.0,2020 Q1,2020,Q1
ES,320140.0,CASTELO,35750.0,32870.0,2020 Q1,2020,Q1
ES,320220.0,FUNDÃO,16000.0,198.0,2020 Q1,2020,Q1
ES,320245.0,IBATIBA,16500.0,14595.0,2020 Q1,2020,Q1
ES,320320.0,LINHARES,156000.0,103516.0,2020 Q1,2020,Q1
ES,320030.0,ALFREDO CHAVES,11000.0,14349.0,2020 Q1,2020,Q1
ES,320035.0,ALTO RIO NOVO,7872.0,1966.0,2020 Q1,2020,Q1
ES,320350.0,MONTANHA,18888.0,15414.0,2020 Q1,2020,Q1
ES,320370.0,MUNIZ FREIRE,17312.0,16775.0,2020 Q1,2020,Q1
ES,320115.0,BREJETUBA,12425.0,7005.0,2020 Q1,2020,Q1
ES,320190.0,DOMINGOS MARTINS,24750.0,25779.0,2020 Q1,2020,Q1
ES,320200.0,DORES DO RIO PRETO,6771.0,6505.0,2020 Q1,2020,Q1
ES,320210.0,ECOPORANGA,22000.0,16533.0,2020 Q1,2020,Q1
ES,320517.0,VILA VALÉRIO,14070.0,15612.0,2020 Q1,2020,Q1
ES,320265.0,IRUPI,11000.0,5156.0,2020 Q1,2020,Q1
ES,320270.0,ITAGUAÇU,13750.0,9476.0,2020 Q1,2020,Q1
ES,320334.0,MARECHAL FLORIANO,16919.0,16024.0,2020 Q1,2020,Q1
ES,320090.0,BARRA DE SÃO FRANCISCO,33000.0,37241.0,2020 Q1,2020,Q1
ES,320480.0,SÃO JOSÉ DO CALÇADO,10544.0,10144.0,2020 Q1,2020,Q1
ES,320130.0,CARIACICA,224000.0,19517.0,2020 Q1,2020,Q1
ES,320170.0,CONCEIÇÃO DO CASTELO,11000.0,10369.0,2020 Q1,2020,Q1
ES,320305.0,JAGUARÉ,24062.0,24390.0,2020 Q1,2020,Q1
ES,320010.0,AFONSO CLÁUDIO,27500.0,32968.0,2020 Q1,2020,Q1
ES,320020.0,ALEGRE,27500.0,12913.0,2020 Q1,2020,Q1
ES,320050.0,APIACÁ,7554.0,4957.0,2020 Q1,2020,Q1
ES,320120.0,CACHOEIRO DE ITAPEMIRIM,210569.0,152826.0,2020 Q2,2020,Q2
ES,320501.0,SOORETAMA,13750.0,16823.0,2020 Q2,2020,Q2
ES,320506.0,VENDA NOVA DO IMIGRANTE,22000.0,27231.0,2020 Q2,2020,Q2
ES,320280.0,ITAPEMIRIM,27500.0,36483.0,2020 Q2,2020,Q2
ES,320300.0,IÚNA,27500.0,27032.0,2020 Q2,2020,Q2
ES,320360.0,MUCURICI,5496.0,5255.0,2020 Q2,2020,Q2
ES,320390.0,NOVA VENÉCIA,50427.0,52906.0,2020 Q2,2020,Q2
ES,320440.0,RIO NOVO DO SUL,11622.0,10753.0,2020 Q2,2020,Q2
ES,320450.0,SANTA LEOPOLDINA,12195.0,9176.0,2020 Q2,2020,Q2
ES,320455.0,SANTA MARIA DE JETIBÁ,41010.0,34569.0,2020 Q2,2020,Q2
ES,320503.0,VARGEM ALTA,21584.0,20469.0,2020 Q2,2020,Q2
ES,320530.0,VITÓRIA,365814.0,177530.0,2020 Q2,2020,Q2
ES,320240.0,GUARAPARI,76000.0,50519.0,2020 Q2,2020,Q2
ES,320332.0,MARATAÍZES,30250.0,19782.0,2020 Q2,2020,Q2
ES,320400.0,PANCAS,22000.0,20904.0,2020 Q2,2020,Q2
ES,320410.0,PINHEIROS,19250.0,18517.0,2020 Q2,2020,Q2
ES,320460.0,SANTA TERESA,23724.0,23543.0,2020 Q2,2020,Q2
ES,320180.0,DIVINO DE SÃO LOURENÇO,4270.0,4262.0,2020 Q2,2020,Q2
ES,320515.0,VILA PAVÃO,5500.0,6930.0,2020 Q2,2020,Q2
ES,320225.0,GOVERNADOR LINDENBERG,12880.0,12322.0,2020 Q2,2020,Q2
ES,320230.0,GUAÇUÍ,27500.0,23990.0,2020 Q2,2020,Q2
ES,320310.0,JERÔNIMO MONTEIRO,11000.0,9212.0,2020 Q2,2020,Q2
ES,320313.0,JOÃO NEIVA,16500.0,14095.0,2020 Q2,2020,Q2
ES,320016.0,ÁGUA DOCE DO NORTE,10908.0,11908.0,2020 Q2,2020,Q2
ES,320070.0,ATILIO VIVACQUA,12102.0,9339.0,2020 Q2,2020,Q2
ES,320080.0,BAIXO GUANDU,30250.0,26264.0,2020 Q2,2020,Q2
ES,320110.0,BOM JESUS DO NORTE,9960.0,8560.0,2020 Q2,2020,Q2
ES,320405.0,PEDRO CANÁRIO,16500.0,16312.0,2020 Q2,2020,Q2
ES,320425.0,PONTO BELO,7938.0,7082.0,2020 Q2,2020,Q2
ES,320435.0,RIO BANANAL,19250.0,18000.0,2020 Q2,2020,Q2
ES,320465.0,SÃO DOMINGOS DO NORTE,8250.0,9427.0,2020 Q2,2020,Q2
ES,320150.0,COLATINA,123372.0,61870.0,2020 Q2,2020,Q2
ES,320510.0,VIANA,79500.0,50509.0,2020 Q2,2020,Q2
ES,320520.0,VILA VELHA,250000.0,91363.0,2020 Q2,2020,Q2
ES,320255.0,IBITIRAMA,8856.0,7237.0,2020 Q2,2020,Q2
ES,320290.0,ITARANA,10492.0,11960.0,2020 Q2,2020,Q2
ES,320013.0,ÁGUIA BRANCA,9628.0,10585.0,2020 Q2,2020,Q2
ES,320340.0,MIMOSO DO SUL,26112.0,24044.0,2020 Q2,2020,Q2
ES,320430.0,PRESIDENTE KENNEDY,11658.0,15645.0,2020 Q2,2020,Q2
ES,320490.0,SÃO MATEUS,120000.0,83325.0,2020 Q2,2020,Q2
ES,320500.0,SERRA,404000.0,118669.0,2020 Q2,2020,Q2
ES,320160.0,CONCEIÇÃO DA BARRA,24750.0,29273.0,2020 Q2,2020,Q2
ES,320250.0,IBIRAÇU,11000.0,9009.0,2020 Q2,2020,Q2
ES,320260.0,ICONHA,13750.0,12539.0,2020 Q2,2020,Q2
ES,320316.0,LARANJA DA TERRA,10932.0,11138.0,2020 Q2,2020,Q2
ES,320040.0,ANCHIETA,29772.0,32473.0,2020 Q2,2020,Q2
ES,320060.0,ARACRUZ,96000.0,69403.0,2020 Q2,2020,Q2
ES,320330.0,MANTENÓPOLIS,13750.0,15182.0,2020 Q2,2020,Q2
ES,320335.0,MARILÂNDIA,12960.0,14755.0,2020 Q2,2020,Q2
ES,320100.0,BOA ESPERANÇA,15090.0,15140.0,2020 Q2,2020,Q2
ES,320380.0,MUQUI,13750.0,13604.0,2020 Q2,2020,Q2
ES,320420.0,PIÚMA,22050.0,4832.0,2020 Q2,2020,Q2
ES,320470.0,SÃO GABRIEL DA PALHA,27500.0,30006.0,2020 Q2,2020,Q2
ES,320495.0,SÃO ROQUE DO CANAÃ,11000.0,10446.0,2020 Q2,2020,Q2
ES,320140.0,CASTELO,35750.0,33503.0,2020 Q2,2020,Q2
ES,320220.0,FUNDÃO,16000.0,382.0,2020 Q2,2020,Q2
ES,320245.0,IBATIBA,16500.0,14864.0,2020 Q2,2020,Q2
ES,320320.0,LINHARES,156000.0,115849.0,2020 Q2,2020,Q2
ES,320030.0,ALFREDO CHAVES,11000.0,14751.0,2020 Q2,2020,Q2
ES,320035.0,ALTO RIO NOVO,7872.0,2994.0,2020 Q2,2020,Q2
ES,320350.0,MONTANHA,18888.0,15608.0,2020 Q2,2020,Q2
ES,320370.0,MUNIZ FREIRE,17312.0,17647.0,2020 Q2,2020,Q2
ES,320115.0,BREJETUBA,12425.0,8458.0,2020 Q2,2020,Q2
ES,320190.0,DOMINGOS MARTINS,24750.0,27360.0,2020 Q2,2020,Q2
ES,320200.0,DORES DO RIO PRETO,6771.0,6488.0,2020 Q2,2020,Q2
ES,320210.0,ECOPORANGA,22000.0,16746.0,2020 Q2,2020,Q2
ES,320517.0,VILA VALÉRIO,14070.0,15608.0,2020 Q2,2020,Q2
ES,320265.0,IRUPI,11000.0,5201.0,2020 Q2,2020,Q2
ES,320270.0,ITAGUAÇU,13750.0,9826.0,2020 Q2,2020,Q2
ES,320334.0,MARECHAL FLORIANO,16919.0,17224.0,2020 Q2,2020,Q2
ES,320090.0,BARRA DE SÃO FRANCISCO,33000.0,37945.0,2020 Q2,2020,Q2
ES,320480.0,SÃO JOSÉ DO CALÇADO,10544.0,10298.0,2020 Q2,2020,Q2
ES,320130.0,CARIACICA,224000.0,29795.0,2020 Q2,2020,Q2
ES,320170.0,CONCEIÇÃO DO CASTELO,11000.0,10596.0,2020 Q2,2020,Q2
ES,320305.0,JAGUARÉ,24062.0,26002.0,2020 Q2,2020,Q2
ES,320010.0,AFONSO CLÁUDIO,27500.0,33159.0,2020 Q2,2020,Q2
ES,320020.0,ALEGRE,27500.0,13179.0,2020 Q2,2020,Q2
ES,320050.0,APIACÁ,7554.0,5462.0,2020 Q2,2020,Q2
ES,320120.0,CACHOEIRO DE ITAPEMIRIM,210569.0,153851.0,2020 Q3,2020,Q3
ES,320501.0,SOORETAMA,13750.0,17415.0,2020 Q3,2020,Q3
ES,320506.0,VENDA NOVA DO IMIGRANTE,22000.0,27828.0,2020 Q3,2020,Q3
ES,320280.0,ITAPEMIRIM,27500.0,37768.0,2020 Q3,2020,Q3
ES,320300.0,IÚNA,27500.0,27186.0,2020 Q3,2020,Q3
ES,320360.0,MUCURICI,5496.0,5335.0,2020 Q3,2020,Q3
ES,320390.0,NOVA VENÉCIA,50427.0,53141.0,2020 Q3,2020,Q3
ES,320440.0,RIO NOVO DO SUL,11622.0,10839.0,2020 Q3,2020,Q3
ES,320450.0,SANTA LEOPOLDINA,12195.0,9576.0,2020 Q3,2020,Q3
ES,320455.0,SANTA MARIA DE JETIBÁ,41010.0,36789.0,2020 Q3,2020,Q3
ES,320503.0,VARGEM ALTA,21584.0,21040.0,2020 Q3,2020,Q3
ES,320530.0,VITÓRIA,365814.0,196702.0,2020 Q3,2020,Q3
ES,320240.0,GUARAPARI,76000.0,52039.0,2020 Q3,2020,Q3
ES,320332.0,MARATAÍZES,30250.0,21827.0,2020 Q3,2020,Q3
ES,320400.0,PANCAS,22000.0,20896.0,2020 Q3,2020,Q3
ES,320410.0,PINHEIROS,19250.0,19334.0,2020 Q3,2020,Q3
ES,320460.0,SANTA TERESA,23724.0,24522.0,2020 Q3,2020,Q3
ES,320180.0,DIVINO DE SÃO LOURENÇO,4270.0,4282.0,2020 Q3,2020,Q3
ES,320515.0,VILA PAVÃO,5500.0,7205.0,2020 Q3,2020,Q3
ES,320225.0,GOVERNADOR LINDENBERG,12880.0,12310.0,2020 Q3,2020,Q3
ES,320230.0,GUAÇUÍ,27500.0,24567.0,2020 Q3,2020,Q3
ES,320310.0,JERÔNIMO MONTEIRO,11000.0,9058.0,2020 Q3,2020,Q3
ES,320313.0,JOÃO NEIVA,16500.0,14483.0,2020 Q3,2020,Q3
ES,320016.0,ÁGUA DOCE DO NORTE,10908.0,11936.0,2020 Q3,2020,Q3
ES,320070.0,ATILIO VIVACQUA,12102.0,9639.0,2020 Q3,2020,Q3
ES,320080.0,BAIXO GUANDU,30250.0,26514.0,2020 Q3,2020,Q3
ES,320110.0,BOM JESUS DO NORTE,9960.0,9023.0,2020 Q3,2020,Q3
ES,320405.0,PEDRO CANÁRIO,16500.0,16623.0,2020 Q3,2020,Q3
ES,320425.0,PONTO BELO,7938.0,7302.0,2020 Q3,2020,Q3
ES,320435.0,RIO BANANAL,19250.0,18133.0,2020 Q3,2020,Q3
ES,320465.0,SÃO DOMINGOS DO NORTE,8250.0,9694.0,2020 Q3,2020,Q3
ES,320150.0,COLATINA,123372.0,65173.0,2020 Q3,2020,Q3
ES,320510.0,VIANA,79500.0,55189.0,2020 Q3,2020,Q3
ES,320520.0,VILA VELHA,250000.0,119298.0,2020 Q3,2020,Q3
ES,320255.0,IBITIRAMA,8856.0,7445.0,2020 Q3,2020,Q3
ES,320290.0,ITARANA,10492.0,11955.0,2020 Q3,2020,Q3
ES,320013.0,ÁGUIA BRANCA,9628.0,10394.0,2020 Q3,2020,Q3
ES,320340.0,MIMOSO DO SUL,26112.0,24732.0,2020 Q3,2020,Q3
ES,320430.0,PRESIDENTE KENNEDY,11658.0,15792.0,2020 Q3,2020,Q3
ES,320490.0,SÃO MATEUS,120000.0,86454.0,2020 Q3,2020,Q3
ES,320500.0,SERRA,404000.0,162723.0,2020 Q3,2020,Q3
ES,320160.0,CONCEIÇÃO DA BARRA,24750.0,30315.0,2020 Q3,2020,Q3
ES,320250.0,IBIRAÇU,11000.0,8933.0,2020 Q3,2020,Q3
ES,320260.0,ICONHA,13750.0,12695.0,2020 Q3,2020,Q3
ES,320316.0,LARANJA DA TERRA,10932.0,11612.0,2020 Q3,2020,Q3
ES,320040.0,ANCHIETA,29772.0,33422.0,2020 Q3,2020,Q3
ES,320060.0,ARACRUZ,96000.0,70201.0,2020 Q3,2020,Q3
ES,320330.0,MANTENÓPOLIS,13750.0,15262.0,2020 Q3,2020,Q3
ES,320335.0,MARILÂNDIA,12960.0,14997.0,2020 Q3,2020,Q3
ES,320100.0,BOA ESPERANÇA,15090.0,15347.0,2020 Q3,2020,Q3
ES,320380.0,MUQUI,13750.0,13375.0,2020 Q3,2020,Q3
ES,320420.0,PIÚMA,22050.0,6291.0,2020 Q3,2020,Q3
ES,320470.0,SÃO GABRIEL DA PALHA,27500.0,31798.0,2020 Q3,2020,Q3
ES,320495.0,SÃO ROQUE DO CANAÃ,11000.0,10403.0,2020 Q3,2020,Q3
ES,320140.0,CASTELO,35750.0,34654.0,2020 Q3,2020,Q3
ES,320220.0,FUNDÃO,16000.0,1741.0,2020 Q3,2020,Q3
ES,320245.0,IBATIBA,16500.0,15799.0,2020 Q3,2020,Q3
ES,320320.0,LINHARES,156000.0,123996.0,2020 Q3,2020,Q3
ES,320030.0,ALFREDO CHAVES,11000.0,13068.0,2020 Q3,2020,Q3
ES,320035.0,ALTO RIO NOVO,7872.0,3350.0,2020 Q3,2020,Q3
ES,320350.0,MONTANHA,18888.0,16072.0,2020 Q3,2020,Q3
ES,320370.0,MUNIZ FREIRE,17312.0,18230.0,2020 Q3,2020,Q3
ES,320115.0,BREJETUBA,12425.0,8466.0,2020 Q3,2020,Q3
ES,320190.0,DOMINGOS MARTINS,24750.0,28812.0,2020 Q3,2020,Q3
ES,320200.0,DORES DO RIO PRETO,6771.0,6633.0,2020 Q3,2020,Q3
ES,320210.0,ECOPORANGA,22000.0,16500.0,2020 Q3,2020,Q3
ES,320517.0,VILA VALÉRIO,14070.0,15747.0,2020 Q3,2020,Q3
ES,320265.0,IRUPI,11000.0,5390.0,2020 Q3,2020,Q3
ES,320270.0,ITAGUAÇU,13750.0,10141.0,2020 Q3,2020,Q3
ES,320334.0,MARECHAL FLORIANO,16919.0,17668.0,2020 Q3,2020,Q3
ES,320090.0,BARRA DE SÃO FRANCISCO,33000.0,38413.0,2020 Q3,2020,Q3
ES,320480.0,SÃO JOSÉ DO CALÇADO,10544.0,10314.0,2020 Q3,2020,Q3
ES,320130.0,CARIACICA,224000.0,46516.0,2020 Q3,2020,Q3
ES,320170.0,CONCEIÇÃO DO CASTELO,11000.0,11195.0,2020 Q3,2020,Q3
ES,320305.0,JAGUARÉ,24062.0,26883.0,2020 Q3,2020,Q3
ES,320010.0,AFONSO CLÁUDIO,27500.0,33524.0,2020 Q3,2020,Q3
ES,320020.0,ALEGRE,27500.0,19087.0,2020 Q3,2020,Q3
ES,320050.0,APIACÁ,7554.0,6113.0,2020 Q3,2020,Q3
ES,320120.0,CACHOEIRO DE ITAPEMIRIM,210569.0,170477.0,2021 Q1,2021,Q1
ES,320501.0,SOORETAMA,13750.0,18820.0,2021 Q1,2021,Q1
ES,320506.0,VENDA NOVA DO IMIGRANTE,22000.0,28335.0,2021 Q1,2021,Q1
ES,320280.0,ITAPEMIRIM,27500.0,37663.0,2021 Q1,2021,Q1
ES,320300.0,IÚNA,27500.0,27133.0,2021 Q1,2021,Q1
ES,320360.0,MUCURICI,5496.0,6197.0,2021 Q1,2021,Q1
ES,320390.0,NOVA VENÉCIA,50427.0,54449.0,2021 Q1,2021,Q1
ES,320440.0,RIO NOVO DO SUL,11622.0,12088.0,2021 Q1,2021,Q1
ES,320450.0,SANTA LEOPOLDINA,12195.0,10121.0,2021 Q1,2021,Q1
ES,320455.0,SANTA MARIA DE JETIBÁ,41010.0,38548.0,2021 Q1,2021,Q1
ES,320503.0,VARGEM ALTA,21584.0,22387.0,2021 Q1,2021,Q1
ES,320530.0,VITÓRIA,365814.0,223296.0,2021 Q1,2021,Q1
ES,320240.0,GUARAPARI,76000.0,53912.0,2021 Q1,2021,Q1
ES,320332.0,MARATAÍZES,30250.0,28512.0,2021 Q1,2021,Q1
ES,320400.0,PANCAS,22000.0,21214.0,2021 Q1,2021,Q1
ES,320410.0,PINHEIROS,19250.0,21300.0,2021 Q1,2021,Q1
ES,320460.0,SANTA TERESA,23724.0,26012.0,2021 Q1,2021,Q1
ES,320180.0,DIVINO DE SÃO LOURENÇO,4270.0,4579.0,2021 Q1,2021,Q1
ES,320515.0,VILA PAVÃO,5500.0,7570.0,2021 Q1,2021,Q1
ES,320225.0,GOVERNADOR LINDENBERG,12880.0,12910.0,2021 Q1,2021,Q1
ES,320230.0,GUAÇUÍ,27500.0,26459.0,2021 Q1,2021,Q1
ES,320310.0,JERÔNIMO MONTEIRO,11000.0,10228.0,2021 Q1,2021,Q1
ES,320313.0,JOÃO NEIVA,16500.0,16590.0,2021 Q1,2021,Q1
ES,320016.0,ÁGUA DOCE DO NORTE,10908.0,12735.0,2021 Q1,2021,Q1
ES,320070.0,ATILIO VIVACQUA,12102.0,11052.0,2021 Q1,2021,Q1
ES,320080.0,BAIXO GUANDU,30250.0,29377.0,2021 Q1,2021,Q1
ES,320110.0,BOM JESUS DO NORTE,9960.0,9195.0,2021 Q1,2021,Q1
ES,320405.0,PEDRO CANÁRIO,16500.0,21963.0,2021 Q1,2021,Q1
ES,320425.0,PONTO BELO,7938.0,7660.0,2021 Q1,2021,Q1
ES,320435.0,RIO BANANAL,19250.0,22078.0,2021 Q1,2021,Q1
ES,320465.0,SÃO DOMINGOS DO NORTE,8250.0,10172.0,2021 Q1,2021,Q1
ES,320150.0,COLATINA,123372.0,72268.0,2021 Q1,2021,Q1
ES,320510.0,VIANA,79500.0,56258.0,2021 Q1,2021,Q1
ES,320520.0,VILA VELHA,250000.0,153334.0,2021 Q1,2021,Q1
ES,320255.0,IBITIRAMA,8856.0,9711.0,2021 Q1,2021,Q1
ES,320290.0,ITARANA,10492.0,12045.0,2021 Q1,2021,Q1
ES,320013.0,ÁGUIA BRANCA,9628.0,10725.0,2021 Q1,2021,Q1
ES,320340.0,MIMOSO DO SUL,26112.0,25756.0,2021 Q1,2021,Q1
ES,320430.0,PRESIDENTE KENNEDY,11658.0,16048.0,2021 Q1,2021,Q1
ES,320490.0,SÃO MATEUS,120000.0,90115.0,2021 Q1,2021,Q1
ES,320500.0,SERRA,404000.0,199549.0,2021 Q1,2021,Q1
ES,320160.0,CONCEIÇÃO DA BARRA,24750.0,30670.0,2021 Q1,2021,Q1
ES,320250.0,IBIRAÇU,11000.0,9669.0,2021 Q1,2021,Q1
ES,320260.0,ICONHA,13750.0,11424.0,2021 Q1,2021,Q1
ES,320316.0,LARANJA DA TERRA,10932.0,11996.0,2021 Q1,2021,Q1
ES,320040.0,ANCHIETA,29772.0,34188.0,2021 Q1,2021,Q1
ES,320060.0,ARACRUZ,96000.0,76164.0,2021 Q1,2021,Q1
ES,320330.0,MANTENÓPOLIS,13750.0,15432.0,2021 Q1,2021,Q1
ES,320335.0,MARILÂNDIA,12960.0,15259.0,2021 Q1,2021,Q1
ES,320100.0,BOA ESPERANÇA,15090.0,15639.0,2021 Q1,2021,Q1
ES,320380.0,MUQUI,13750.0,13454.0,2021 Q1,2021,Q1
ES,320420.0,PIÚMA,22050.0,7334.0,2021 Q1,2021,Q1
ES,320470.0,SÃO GABRIEL DA PALHA,27500.0,32293.0,2021 Q1,2021,Q1
ES,320495.0,SÃO ROQUE DO CANAÃ,11000.0,10775.0,2021 Q1,2021,Q1
ES,320140.0,CASTELO,35750.0,35337.0,2021 Q1,2021,Q1
ES,320220.0,FUNDÃO,16000.0,1836.0,2021 Q1,2021,Q1
ES,320245.0,IBATIBA,16500.0,16529.0,2021 Q1,2021,Q1
ES,320320.0,LINHARES,156000.0,141243.0,2021 Q1,2021,Q1
ES,320030.0,ALFREDO CHAVES,11000.0,13104.0,2021 Q1,2021,Q1
ES,320035.0,ALTO RIO NOVO,7872.0,4696.0,2021 Q1,2021,Q1
ES,320350.0,MONTANHA,18888.0,18683.0,2021 Q1,2021,Q1
ES,320370.0,MUNIZ FREIRE,17312.0,18839.0,2021 Q1,2021,Q1
ES,320115.0,BREJETUBA,12425.0,8998.0,2021 Q1,2021,Q1
ES,320190.0,DOMINGOS MARTINS,24750.0,31845.0,2021 Q1,2021,Q1
ES,320200.0,DORES DO RIO PRETO,6771.0,6596.0,2021 Q1,2021,Q1
ES,320210.0,ECOPORANGA,22000.0,17239.0,2021 Q1,2021,Q1
ES,320517.0,VILA VALÉRIO,14070.0,15966.0,2021 Q1,2021,Q1
ES,320265.0,IRUPI,11000.0,11127.0,2021 Q1,2021,Q1
ES,320270.0,ITAGUAÇU,13750.0,11284.0,2021 Q1,2021,Q1
ES,320334.0,MARECHAL FLORIANO,16919.0,18888.0,2021 Q1,2021,Q1
ES,320090.0,BARRA DE SÃO FRANCISCO,33000.0,40333.0,2021 Q1,2021,Q1
ES,320480.0,SÃO JOSÉ DO CALÇADO,10544.0,10546.0,2021 Q1,2021,Q1
ES,320130.0,CARIACICA,224000.0,150471.0,2021 Q1,2021,Q1
ES,320170.0,CONCEIÇÃO DO CASTELO,11000.0,12485.0,2021 Q1,2021,Q1
ES,320305.0,JAGUARÉ,24062.0,27939.0,2021 Q1,2021,Q1
ES,320010.0,AFONSO CLÁUDIO,27500.0,33977.0,2021 Q1,2021,Q1
ES,320020.0,ALEGRE,27500.0,24106.0,2021 Q1,2021,Q1
ES,320050.0,APIACÁ,7554.0,7017.0,2021 Q1,2021,Q1
